Count;Id;Label;Type;Bastard;Non-cyrillic
2260938;на;на;PR;False;False
1890489;гороскоп;гороскоп;S;False;False
1081832;год;год;S;False;False
971949;сонник;сонник;S;False;False
651447;онлайн;онлайн;ADV,A;False;False
640603;гадание;гадание;S;False;False
591293;сегодня;сегодня;ADV;False;False
578178;ноябрь;ноябрь;S;False;False
508894;календарь;календарь;S;False;False
467620;имя;имя;S;False;False
408101;по;по;PR;False;False
372807;лунный;лунный;A;False;False
361586;сон;сон;S;False;False
359400;знак;знак;S;False;False
351695;бесплатно;бесплатно;ADV;False;False
346831;зодиак;зодиак;S;False;False
326527;в;в;PR,S;False;False
279271;что;что;SPRO,CONJ;False;False
249514;толкование;толкование;S;False;False
237770;совместимость;совместимость;S;False;False
234291;завтра;завтра;ADV;False;False
227198;значение;значение;S;False;False
225717;для;для;PR;False;False
213285;и;и;CONJ;False;False
191795;к;к;PR,S;False;False
179287;сниться;сниться;V;False;False
176186;декабрь;декабрь;S;False;False
160524;день;день;S;False;False
152753;таро;таро;S;False;False
143187;стрижка;стрижка;S;False;False
131064;с;с;PR,S;False;False
128640;карта;карта;S;False;False
123424;какой;какой;APRO;False;False
119127;луна;луна;S;False;False
111102;россия;россия;S;False;False
104733;женщина;женщина;S;False;False
100811;рождение;рождение;S;False;False
97830;праздник;праздник;S;False;False
92810;дата;дата;S;False;False
90241;выходной;выходной;S,A;False;False
90103;любовь;любовь;S;False;False
72446;рак;рак;S;False;False
71445;скорпион;скорпион;S;False;False
68527;неделя;неделя;S;False;False
66640;близнец;близнец;S;False;False
65128;фаза;фаза;S;False;False
63616;животное;животное;S;False;False
63616;мужчина;мужчина;S;False;False
63320;миллер;миллер;S;False;False
63243;предсказание;предсказание;S;False;False
62601;девочка;девочка;S;False;False
61115;овен;овен;S;False;False
60965;благоприятный;благоприятный;A;False;False
59852;лев;лев;S;False;False
59746;новый;новый;A;False;False
59657;книга;книга;S;False;False
58638;рыба;рыба;S;False;False
58578;дева;дева;S;False;False
58469;козерог;козерог;S;False;False
56709;волос;волос;S;False;False
56121;телец;телец;S;False;False
55470;стрелец;стрелец;S;False;False
55343;как;как;ADVPRO,CONJ;False;False
55341;весы;весы;S;False;False
53679;водолей;водолей;S;False;False
51285;отношение;отношение;S;False;False
49705;мальчик;мальчик;S;False;False
45568;нет;нет;PART,ADV;False;False
45130;во;во;PR;False;False
44974;перемена;перемена;S;False;False
44536;характеристика;характеристика;S;False;False
42531;означать;означать;V;False;False
41290;прогноз;прогноз;S;False;False
40799;толкователь;толкователь;S;False;False
40499;да;да;CONJ,PART;False;False
40495;когда;когда;CONJ,ADVPRO;False;False
40369;месяц;месяц;S;False;False
38180;экстрасенс;экстрасенс;S;False;False
38141;от;от;PR;False;False
37888;женский;женский;A;False;False
37132;восточный;восточный;A;False;False
35922;пенсия;пенсия;S;False;False
35527;пасьянс;пасьянс;S;False;False
34634;быть;быть;V;False;False
33532;будущее;будущее;S;False;False
32919;судьба;судьба;S;False;False
32567;нумерология;нумерология;S;True;False
32046;василиса;василиса;S;False;False
30513;любовный;любовный;A;False;False
30310;кто;кто;SPRO;False;False
30182;оракул;оракул;S;False;False
29562;рука;рука;S;False;False
29557;ванга;ванга;S;False;False
27234;соник;соник;S;True;False
27192;мужской;мужской;A;False;False
24507;камень;камень;S;False;False
24496;битва;битва;S;False;False
24475;сновидение;сновидение;S;False;False
24442;гуща;гуща;S;False;False
24442;кофейный;кофейный;A;False;False
23883;праздничный;праздничный;A;False;False
23454;собака;собака;S;False;False
23373;ванг;ванг;S;False;False
22557;фамилия;фамилия;S;False;False
22454;коза;коза;S;False;False
22215;гадать;гадать;V;False;False
22199;повышение;повышение;S;False;False
22167;рамблер;рамблер;S;False;False
21573;сезон;сезон;S;False;False
21236;последний;последний;A;False;False
20909;новость;новость;S;False;False
20838;присниться;присниться;V;False;False
19898;володина;володина;S;False;False
19101;г;г;S;False;False
18664;распечатывать;распечатывать;V;False;False
18638;руны;руны;S;False;False
18605;беременность;беременность;S;False;False
18364;змея;змея;S;False;False
18271;линия;линия;S;False;False
17821;астрологический;астрологический;A;False;False
17424;число;число;S;False;False
17393;полнолуние;полнолуние;S;False;False
16621;хиромантия;хиромантия;S;False;False
16612;китайский;китайский;A;False;False
16597;я;я;SPRO;False;False
16262;руно;руно;S;False;False
16101;украина;украина;S;False;False
16066;доллар;доллар;S;False;False
15894;тест;тест;S;False;False
15889;фото;фото;S;False;False
15497;юнона;юнона;S;False;False
15488;их;их;APRO;False;False
15404;производственный;производственный;A;False;False
15392;жизнь;жизнь;S;False;False
15134;джулия;джулия;S;False;False
15092;расти;расти;V;False;False
14990;ру;ру;None;False;True
14565;ждать;ждать;V;False;False
14203;происхождение;происхождение;S;False;False
14085;свой;свой;APRO;False;False
13902;майл;майл;S;False;False
13804;молитва;молитва;S;False;False
13596;овца;овца;S;False;False
13557;смотреть;смотреть;V;False;False
13546;человек;человек;S;False;False
13236;погадать;погадать;V;False;False
13172;отдыхать;отдыхать;V;False;False
13013;серия;серия;S;False;False
12875;кошка;кошка;S;False;False
12832;октябрь;октябрь;S;False;False
12795;о;о;PR;False;False
12643;ru;ru;None;False;True
12377;или;или;CONJ;False;False
12338;симптом;симптом;S;False;False
12293;сценарий;сценарий;S;False;False
12174;близкий;близкий;A;False;False
12087;январь;январь;S;False;False
12048;сейчас;сейчас;ADV;False;False
11743;ребенок;ребенок;S;False;False
11647;новогодний;новогодний;A;False;False
11520;военный;военный;A,S;False;False
11323;новолуние;новолуние;S;False;False
11247;ли;ли;PART,CONJ;False;False
11232;у;у;PR;False;False
10974;володин;володин;S;False;False
10945;корпоратив;корпоратив;S;False;False
10853;деньги;деньги;S;False;False
10762;ujhjcrjg;ujhjcrjg;None;False;True
10676;крыса;крыса;S;False;False
10616;свадьба;свадьба;S;False;False
10323;примета;примета;S;False;False
10283;пенсионер;пенсионер;S;False;False
10252;налог;налог;S;False;False
10243;cjyybr;cjyybr;None;False;True
10190;татьяна;татьяна;S;False;False
10000;видеть;видеть;V;False;False
9988;курс;курс;S;False;False
9982;рабочий;рабочий;A;False;False
9924;обозначать;обозначать;V;False;False
9850;воспаление;воспаление;S;False;False
9796;красивый;красивый;A;False;False
9735;анастасия;анастасия;S;False;False
9651;архангел;архангел;S;False;False
9609;биография;биография;S;False;False
9422;русский;русский;S,A;False;False
9228;заговор;заговор;S;False;False
9197;александр;александр;S;False;False
9091;уже;уже;ADV;False;False
9066;характер;характер;S;False;False
8959;легкое;легкое;S;False;False
8955;нива;нива;S;False;False
8931;тот;тот;APRO;False;False
8749;список;список;S;False;False
8620;окулус;окулус;S;True;False
8612;именины;именины;S;False;False
8550;прикол;прикол;S;False;False
8511;чихалка;чихалка;S;False;False
8369;любимый;любимый;A;False;False
8303;ты;ты;SPRO;False;False
8194;натальный;натальный;A;False;False
8126;называть;называть;V;False;False
8059;при;при;PR;False;False
7903;окрашивание;окрашивание;S;False;False
7783;цвет;цвет;S;False;False
7678;анна;анна;S;False;False
7642;встречать;встречать;V;False;False
7582;парень;парень;S;False;False
7568;себя;себя;SPRO;False;False
7529;брак;брак;S;False;False
7469;православный;православный;A;False;False
7420;современный;современный;A;False;False
7409;церковный;церковный;A;False;False
7321;который;который;APRO;False;False
7273;мышь;мышь;S;False;False
7272;тайна;тайна;S;False;False
7229;стричь;стричь;V;False;False
7202;он;он;SPRO;False;False
7138;кровь;кровь;S;False;False
7123;дом;дом;S;False;False
7090;весь;весь;APRO;False;False
7073;ленорман;ленорман;S;True;False
7006;утверждать;утверждать;V;False;False
6961;мусульманский;мусульманский;A;False;False
6932;рф;рф;S;False;False
6902;павел;павел;S;False;False
6894;тельце;тельце;S;False;False
6880;лошадь;лошадь;S;False;False
6867;прошлый;прошлый;A;False;False
6842;сколько;сколько;ADV,CONJ;False;False
6835;стол;стол;S;False;False
6829;без;без;PR;False;False
6803;правительство;правительство;S;False;False
6748;читать;читать;V;False;False
6743;желание;желание;S;False;False
6724;чем;чем;CONJ;False;False
6650;котенок;котенок;S;False;False
6613;индексация;индексация;S;False;False
6606;имущество;имущество;S;False;False
6551;паук;паук;S;False;False
6509;астромеридиан;астромеридиан;S;True;False
6467;сбываться;сбываться;V;False;False
6434;гавно;гавно;S;False;False
6415;украшать;украшать;V;False;False
6369;символ;символ;S;False;False
6208;дмитрий;дмитрий;S;False;False
6205;лицо;лицо;S;False;False
6128;игральный;игральный;A;False;False
6128;цена;цена;S;False;False
6102;астропрогноз;астропрогноз;S;True;False
6096;народный;народный;A;False;False
5980;беременный;беременный;A;False;False
5957;максим;максим;S;False;False
5954;вера;вера;S;False;False
5935;физический;физический;A;False;False
5883;самый;самый;APRO;False;False
5878;екатерина;екатерина;S;False;False
5854;сергей;сергей;S;False;False
5828;удача;удача;S;False;False
5689;расклад;расклад;S;False;False
5679;шевроле;шевроле;S;False;False
5656;другой;другой;APRO;False;False
5648;до;до;PR,S;False;False
5597;война;война;S;False;False
5573;из;из;PR;False;False
5564;буря;буря;S;False;False
5552;дарья;дарья;S;False;False
5552;ноябрьский;ноябрьский;A;False;False
5531;елена;елена;S;False;False
5492;платье;платье;S;False;False
5440;убывать;убывать;V;False;False
5378;кличка;кличка;S;False;False
5320;узнавать;узнавать;V;False;False
5293;живой;живой;A;False;False
5279;домашний;домашний;A;False;False
5277;бесплатный;бесплатный;A;False;False
5263;сутки;сутки;S;False;False
5261;толковый;толковый;A;False;False
5256;рассчитать;рассчитать;V;False;False
5247;пифагор;пифагор;S;False;False
5167;ольга;ольга;S;False;False
5151;андрей;андрей;S;False;False
5131;магнитный;магнитный;A;False;False
5130;пожар;пожар;S;False;False
5127;покойник;покойник;S;False;False
5094;зуб;зуб;S;False;False
5094;индийский;индийский;A;False;False
5078;расшифровка;расшифровка;S;False;False
5077;девушка;девушка;S;False;False
5020;мария;мария;S;False;False
4972;значить;значить;V;False;False
4952;гриб;гриб;S;False;False
4911;большой;большой;A;False;False
4908;сайт;сайт;S;False;False
4838;посмотреть;посмотреть;V;False;False
4813;зарплата;зарплата;S;False;False
4800;сало;сало;S;False;False
4798;поздравление;поздравление;S;False;False
4727;квадрат;квадрат;S;False;False
4700;костюм;костюм;S;False;False
4642;официальный;официальный;A;False;False
4628;рожать;рожать;V;False;False
4608;время;время;S;False;False
4574;игнио;игнио;S;True;False
4558;татарский;татарский;A;False;False
4548;бывший;бывший;A;False;False
4528;рассол;рассол;S;False;False
4513;старинный;старинный;A;False;False
4495;кот;кот;S;False;False
4470;полина;полина;S;False;False
4466;таракан;таракан;S;False;False
4412;магия;магия;S;False;False
4392;глоб;глоб;S;True;False
4386;скачать;скачать;V;False;False
4383;цыганский;цыганский;A;False;False
4380;вода;вода;S;False;False
4331;ирина;ирина;S;False;False
4288;условие;условие;S;False;False
4283;огородник;огородник;S;False;False
4251;работать;работать;V;False;False
4237;артем;артем;S;False;False
4212;это;это;SPRO;False;False
4194;великий;великий;A;False;False
4190;ларина;ларина;S;False;False
4183;стихия;стихия;S;False;False
4165;выпуск;выпуск;S;False;False
4137;следующий;следующий;A;False;False
4128;медведь;медведь;S;False;False
4126;снег;снег;S;False;False
4125;немецкий;немецкий;A;False;False
4095;михаил;михаил;S;False;False
4049;обои;обои;S;False;False
4047;секс;секс;S;False;False
3977;мать;мать;S;False;False
3949;погода;погода;S;False;False
3927;кладбище;кладбище;S;False;False
3918;психологический;психологический;A;False;False
3872;играть;играть;V;False;False
3828;возраст;возраст;S;False;False
3813;признак;признак;S;False;False
3811;еврейский;еврейский;A;False;False
3801;модель;модель;S;False;False
3793;кольцо;кольцо;S;False;False
3732;марина;марина;S;False;False
3706;свадебный;свадебный;A;False;False
3698;май;май;S;False;False
3697;об;об;PR;False;False
3692;японский;японский;A;False;False
3688;порча;порча;S;False;False
3662;смешной;смешной;A;False;False
3657;вошь;вошь;S;False;False
3633;про;про;PR;False;False
3626;бюджетник;бюджетник;S;False;False
3619;виктория;виктория;S;False;False
3612;матвей;матвей;S;False;False
3536;смерть;смерть;S;False;False
3526;растолкование;растолкование;S;False;False
3521;светлана;светлана;S;False;False
3520;работа;работа;S;False;False
3504;московский;московский;A;False;False
3504;никита;никита;S;False;False
3498;алексей;алексей;S;False;False
3495;матрона;матрона;S;False;False
3493;точный;точный;A;False;False
3474;алин;алин;S;False;False
3474;муж;муж;S;False;False
3464;нерабочий;нерабочий;A;False;False
3425;регистрация;регистрация;S;False;False
3358;плакать;плакать;V;False;False
3353;правдивый;правдивый;A;False;False
3333;лион;лион;S;False;False
3330;кирилл;кирилл;S;False;False
3328;садовод;садовод;S;False;False
3305;божий;божий;A;False;False
3260;иван;иван;S;False;False
3252;казанский;казанский;A;False;False
3220;море;море;S;False;False
3209;можно;можно;ADV;False;False
3198;отчество;отчество;S;False;False
3192;евгений;евгений;S;False;False
3190;настя;настя;S;False;False
3188;даниил;даниил;S;False;False
3178;друид;друид;S;False;False
3155;квартира;квартира;S;False;False
3149;экономический;экономический;A;False;False
3085;илья;илья;S;False;False
3080;алфавит;алфавит;S;False;False
3076;газета;газета;S;False;False
3068;выходить;выходить;V;False;False
3068;замуж;замуж;ADV;False;False
3043;формат;формат;S;False;False
3024;нравиться;нравиться;V;False;False
3019;rambler;rambler;None;False;True
2990;астрология;астрология;S;False;False
2983;измена;измена;S;False;False
2963;февраль;февраль;S;False;False
2960;а;а;CONJ,S;False;False
2929;пост;пост;S;False;False
2913;ангел;ангел;S;False;False
2903;елизавета;елизавета;S;False;False
2893;мы;мы;SPRO;False;False
2892;ладонь;ладонь;S;False;False
2886;пасха;пасха;S;False;False
2879;виртуальный;виртуальный;A;False;False
2870;стих;стих;S;False;False
2843;текст;текст;S;False;False
2828;вещий;вещий;A;False;False
2810;июль;июль;S;False;False
2802;настоящий;настоящий;A;False;False
2790;нужно;нужно;ADV;False;False
2783;младенец;младенец;S;False;False
2780;пророчество;пророчество;S;False;False
2773;прическа;прическа;S;False;False
2766;каждый;каждый;APRO;False;False
2766;суббота;суббота;S;False;False
2756;много;много;ADV;False;False
2747;ицзин;ицзин;S;True;False
2744;собирать;собирать;V;False;False
2713;пятница;пятница;S;False;False
2693;картинка;картинка;S;False;False
2691;гексаграмм;гексаграмм;S;True;False
2682;ангина;ангина;S;False;False
2677;цветок;цветок;S;False;False
2676;понедельник;понедельник;S;False;False
2673;учебный;учебный;A;False;False
2667;поезд;поезд;S;False;False
2653;наталья;наталья;S;False;False
2651;мясо;мясо;S;False;False
2622;шуточный;шуточный;A;False;False
2617;мама;мама;S;False;False
2605;варвара;варвара;S;False;False
2579;www;www;None;False;True
2572;король;король;S;False;False
2561;косынка;косынка;S;False;False
2560;яблоко;яблоко;S;False;False
2559;выпадать;выпадать;V;False;False
2552;участник;участник;S;False;False
2545;ситуация;ситуация;S;False;False
2539;маленький;маленький;A;False;False
2509;воскресение;воскресение;S;False;False
2500;необычный;необычный;A;False;False
2498;астролог;астролог;S;False;False
2493;зима;зима;S;False;False
2465;простатит;простатит;S;False;False
2453;март;март;S;False;False
2448;взрослый;взрослый;S,A;False;False
2436;катя;катя;S;False;False
2432;беда;беда;S;False;False
2432;неожиданный;неожиданный;A;False;False
2432;постигать;постигать;V;False;False
2432;удар;удар;S;False;False
2409;умерший;умерший;S,A;False;False
2372;икона;икона;S;False;False
2371;они;они;SPRO;False;False
2357;похороны;похороны;S;False;False
2341;сьогодні;сьогодні;None;False;True
2319;ксения;ксения;S;False;False
2312;екатерининский;екатерининский;A;False;False
2307;юлия;юлия;S;False;False
2305;мыть;мыть;V;False;False
2302;сглаз;сглаз;S;False;False
2289;владислав;владислав;S;False;False
2274;шепс;шепс;S;True;False
2265;стишок;стишок;S;False;False
2260;москва;москва;S;False;False
2251;расчет;расчет;S;False;False
2250;mail;mail;None;False;True
2245;роман;роман;S;False;False
2243;марта;марта;S;False;False
2236;живот;живот;S;False;False
2235;апрель;апрель;S;False;False
2230;французский;французский;A;False;False
2229;подарить;подарить;V;False;False
2215;игорь;игорь;S;False;False
2212;летать;летать;V;False;False
2208;масленица;масленица;S;False;False
2198;sonnik;sonnik;None;False;True
2194;диана;диана;S;False;False
2186;думать;думать;V;False;False
2186;обо;обо;PR;False;False
2166;славянский;славянский;A;False;False
2155;николай;николай;S;False;False
2140;подарок;подарок;S;False;False
2138;владимир;владимир;S;False;False
2137;личный;личный;A;False;False
2096;эзотерика;эзотерика;S;False;False
2093;красный;красный;A;False;False
2092;ignio;ignio;None;False;True
2081;старость;старость;S;False;False
2077;приворот;приворот;S;False;False
2074;снимать;снимать;V;False;False
2064;бумажный;бумажный;A;False;False
2027;кристина;кристина;S;False;False
2026;вторник;вторник;S;False;False
2021;гадалка;гадалка;S;False;False
2019;капуста;капуста;S;False;False
2005;давать;давать;V;False;False
2002;меню;меню;S;False;False
1988;золото;золото;S;False;False
1983;шашка;шашка;S;False;False
1981;туберкулез;туберкулез;S;False;False
1980;крокодил;крокодил;S;False;False
1961;длинный;длинный;A;False;False
1959;сырой;сырой;A;False;False
1953;инфляция;инфляция;S;False;False
1952;глоба;глоба;S;False;False
1935;индивидуальный;индивидуальный;A;False;False
1933;сниматься;сниматься;V;False;False
1931;калькулятор;калькулятор;S;False;False
1930;мой;мой;APRO;False;False
1919;ведьма;ведьма;S;False;False
1899;лечение;лечение;S;False;False
1898;самолет;самолет;S;False;False
1895;вопрос;вопрос;S;False;False
1895;каникулы;каникулы;S;False;False
1893;софья;софья;S;False;False
1883;недвижимость;недвижимость;S;False;False
1880;таблица;таблица;S;False;False
1880;такой;такой;APRO;False;False
1878;церковь;церковь;S;False;False
1874;средство;средство;S;False;False
1872;уход;уход;S;False;False
1868;самостоятельно;самостоятельно;ADV;False;False
1865;марк;марк;S;False;False
1852;со;со;PR;False;False
1837;goroskop;goroskop;None;False;True
1834;дельфин;дельфин;S;False;False
1827;валерий;валерий;S;False;False
1825;сегодняшний;сегодняшний;A;False;False
1816;поцелуй;поцелуй;S;False;False
1811;подходить;подходить;V;False;False
1808;мессинг;мессинг;S;True;False
1799;яйцо;яйцо;S;False;False
1797;роды;роды;S;False;False
1795;бумага;бумага;S;False;False
1788;разговаривать;разговаривать;V;False;False
1783;могила;могила;S;False;False
1781;заканчиваться;заканчиваться;V;False;False
1774;сентябрь;сентябрь;S;False;False
1762;порядок;порядок;S;False;False
1761;uflfybt;uflfybt;None;False;True
1758;тигр;тигр;S;False;False
1750;солить;солить;V;False;False
1742;фрейд;фрейд;S;False;False
1741;целоваться;целоваться;V;False;False
1731;бабушка;бабушка;S;False;False
1731;талисман;талисман;S;False;False
1729;денис;денис;S;False;False
1727;огонь;огонь;S;False;False
1714;популярный;популярный;A;False;False
1697;обезьяна;обезьяна;S;False;False
1694;пожениться;пожениться;V;False;False
1687;пол;пол;S;False;False
1683;yf;yf;None;False;True
1683;бык;бык;S;False;False
1679;четверг;четверг;S;False;False
1662;кризис;кризис;S;False;False
1660;вадим;вадим;S;False;False
1659;июнь;июнь;S;False;False
1651;персональный;персональный;A;False;False
1648;становиться;становиться;V;False;False
1632;карина;карина;S;False;False
1631;золотой;золотой;A;False;False
1629;двойняшка;двойняшка;S;False;False
1626;суеверие;суеверие;S;False;False
1612;животный;животный;A;False;False
1600;неблагоприятный;неблагоприятный;A;False;False
1597;даша;даша;S;False;False
1596;матка;матка;S;False;False
1591;корова;корова;S;False;False
1589;комната;комната;S;False;False
1589;нож;нож;S;False;False
1577;разгадка;разгадка;S;False;False
1577;шар;шар;S;False;False
1575;дерево;дерево;S;False;False
1571;маргарита;маргарита;S;False;False
1569;жена;жена;S;False;False
1568;демон;демон;S;False;False
1568;феломена;феломена;S;False;False
1563;олег;олег;S;False;False
1560;егор;егор;S;False;False
1559;стрела;стрела;S;False;False
1554;голова;голова;S;False;False
1549;украшение;украшение;S;False;False
1541;ульяна;ульяна;S;False;False
1531;гроб;гроб;S;False;False
1531;транспортный;транспортный;A;False;False
1530;мировой;мировой;A;False;False
1530;третий;третий;ANUM;False;False
1526;понимать;понимать;V;False;False
1520;волк;волк;S;False;False
1514;синастрий;синастрий;S;True;False
1512;посевной;посевной;A;False;False
1499;умирать;умирать;V;False;False
1493;мэрилин;мэрилин;S;False;False
1465;свинья;свинья;S;False;False
1464;меридиан;меридиан;S;False;False
1463;зеркало;зеркало;S;False;False
1462;нумероскоп;нумероскоп;S;False;False
1457;всегда;всегда;ADVPRO;False;False
1442;стоить;стоить;V;False;False
1439;константин;константин;S;False;False
1435;елка;елка;S;False;False
1431;за;за;PR;False;False
1425;снів;снів;None;False;True
1422;земля;земля;S;False;False
1420;второй;второй;ANUM;False;False
1414;корона;корона;S;False;False
1411;компьютер;компьютер;S;False;False
1410;боль;боль;S;False;False
1406;лиза;лиза;S;False;False
1405;английский;английский;A;False;False
1401;месячный;месячный;A;False;False
1396;хранитель;хранитель;S;False;False
1380;итальянский;итальянский;A;False;False
1378;даматаро;даматаро;S;True;False
1377;школа;школа;S;False;False
1373;месячные;месячные;S;False;False
1373;сооник;сооник;S;True;False
1371;укусить;укусить;V;False;False
1370;дождь;дождь;S;False;False
1368;анекдот;анекдот;S;False;False
1367;керро;керро;S;True;False
1366;arhangel;arhangel;None;False;True
1366;лечить;лечить;V;False;False
1365;ранний;ранний;A;False;False
1359;антон;антон;S;False;False
1356;сексуальный;сексуальный;A;False;False
1354;дракон;дракон;S;False;False
1351;арина;арина;S;False;False
1351;далеко;далеко;ADV;False;False
1349;сочетание;сочетание;S;False;False
1349;чей;чей;APRO;False;False
1347;политолог;политолог;S;False;False
1343;софия;софия;S;False;False
1338;ловить;ловить;V;False;False
1338;приглашение;приглашение;S;False;False
1327;маил;маил;S;False;False
1326;прикольный;прикольный;A;False;False
1317;червь;червь;S;False;False
1299;похудение;похудение;S;False;False
1296;башкирия;башкирия;S;False;False
1296;пшеница;пшеница;S;False;False
1295;астроцентр;астроцентр;S;True;False
1295;процент;процент;S;False;False
1284;выпадение;выпадение;S;False;False
1281;вероника;вероника;S;False;False
1262;знаменательный;знаменательный;A;False;False
1260;увеличение;увеличение;S;False;False
1259;антибиотик;антибиотик;S;False;False
1259;цыганка;цыганка;S;False;False
1257;галина;галина;S;False;False
1257;кролик;кролик;S;False;False
1255;почему;почему;ADVPRO;False;False
1254;запах;запах;S;False;False
1254;редкий;редкий;A;False;False
1242;ноготь;ноготь;S;False;False
1240;задиак;задиак;S;True;False
1235;кира;кира;S;False;False
1234;болеть;болеть;V;False;False
1234;цветочный;цветочный;A;False;False
1225;виталий;виталий;S;False;False
1218;монета;монета;S;False;False
1216;вольф;вольф;S;False;False
1209;oculus;oculus;None;False;True
1198;биоритм;биоритм;S;False;False
1190;снеговик;снеговик;S;False;False
1189;баба;баба;S;False;False
1188;виноград;виноград;S;False;False
1184;черепаха;черепаха;S;False;False
1181;валентина;валентина;S;False;False
1175;сибирский;сибирский;A;False;False
1175;целительница;целительница;S;False;False
1174;надежда;надежда;S;False;False
1173;цыган;цыган;S;False;False
1170;тимур;тимур;S;False;False
1166;людмила;людмила;S;False;False
1162;исламский;исламский;A;False;False
1161;открытка;открытка;S;False;False
1159;майя;майя;S;False;False
1158;кашель;кашель;S;False;False
1158;любить;любить;V;False;False
1157;убийство;убийство;S;False;False
1156;самогон;самогон;S;False;False
1154;украинский;украинский;A;False;False
1153;ехать;ехать;V;False;False
1149;зодиакальный;зодиакальный;A;False;False
1147;готовить;готовить;V;False;False
1147;греческий;греческий;A;False;False
1141;кусать;кусать;V;False;False
1140;где;где;ADVPRO;False;False
1140;подробный;подробный;A;False;False
1136;молоко;молоко;S;False;False
1131;astromeridian;astromeridian;None;False;True
1130;начинающий;начинающий;S;False;False
1130;цветков;цветков;S;False;False
1129;зимний;зимний;A;False;False
