Count;Id;Label;Type;Bastard;Non-cyrillic
1127;зороастрийский;зороастрийский;A;True;False
1126;чувство;чувство;S;False;False
1125;венера;венера;S;False;False
1124;учитель;учитель;S;False;False
1123;троица;троица;S;False;False
1122;календар;календар;S;True;False
1121;свежий;свежий;A;False;False
1120;белый;белый;A;False;False
1120;нострадамус;нострадамус;S;True;False
1120;стадия;стадия;S;False;False
1114;алена;алена;S;False;False
1114;засолка;засолка;S;False;False
1112;исполнение;исполнение;S;False;False
1102;iq;iq;None;False;True
1099;отзыв;отзыв;S;False;False
1096;jykfqy;jykfqy;None;False;True
1095;astrocentr;astrocentr;None;False;True
1095;танцевать;танцевать;V;False;False
1095;экономика;экономика;S;False;False
1092;алекперов;алекперов;S;False;False
1092;хаяла;хаяла;S;False;False
1086;сильный;сильный;A;False;False
1076;вы;вы;SPRO;False;False
1075;сонік;сонік;None;False;True
1074;пузырь;пузырь;S;False;False
1067;кормить;кормить;V;False;False
1066;дрожжи;дрожжи;S;False;False
1066;неприятный;неприятный;A;False;False
1064;если;если;CONJ;False;False
1057;хорошо;хорошо;ADV;False;False
1056;среда;среда;S;False;False
1054;родинка;родинка;S;False;False
1051;отец;отец;S;False;False
1049;ночь;ночь;S;False;False
1048;надо;надо;ADV;False;False
1035;оставаться;оставаться;V;False;False
1035;стричься;стричься;V;False;False
1034;интерпретация;интерпретация;S;False;False
1034;пермский;пермский;A;False;False
1032;богородица;богородица;S;False;False
1032;оксана;оксана;S;False;False
1031;икалка;икалка;S;True;False
1025;губа;губа;S;False;False
1023;геомагнитный;геомагнитный;A;False;False
1023;обстановка;обстановка;S;False;False
1012;плавать;плавать;V;False;False
1009;су;су;S;False;False
992;глеб;глеб;S;False;False
990;квашение;квашение;S;False;False
988;листопад;листопад;S;False;False
988;лунний;лунний;A;True;False
988;машина;машина;S;False;False
986;название;название;S;False;False
982;мысль;мысль;S;False;False
980;википедия;википедия;S;False;False
980;покупка;покупка;S;False;False
977;тело;тело;S;False;False
976;драка;драка;S;False;False
974;велосипед;велосипед;S;False;False
974;попугай;попугай;S;False;False
972;лягушка;лягушка;S;False;False
970;блоха;блоха;S;False;False
968;испанский;испанский;A;False;False
964;желчный;желчный;A;False;False
958;август;август;S;False;False
957;делать;делать;V;False;False
955;пенсионный;пенсионный;A;False;False
954;александра;александра;S;False;False
952;петрушка;петрушка;S;False;False
951;внучка;внучка;S;False;False
949;астроскоп;астроскоп;S;False;False
944;мир;мир;S;False;False
942;случай;случай;S;False;False
942;толковання;толковання;S;True;False
941;рецепт;рецепт;S;False;False
940;дима;дима;S;False;False
940;после;после;PR;False;False
937;черный;черный;A;False;False
930;петух;петух;S;False;False
923;выделение;выделение;S;False;False
923;грудь;грудь;S;False;False
920;обручальный;обручальный;A;False;False
918;голубь;голубь;S;False;False
913;чудотворец;чудотворец;S;False;False
911;египетский;египетский;A;False;False
908;мадам;мадам;S;False;False
908;рекамье;рекамье;S;False;False
905;зараев;зараев;S;True;False
905;цифра;цифра;S;False;False
903;палочка;палочка;S;False;False
901;юрий;юрий;S;False;False
894;гастрит;гастрит;S;False;False
894;порода;порода;S;False;False
893;комнатный;комнатный;A;False;False
893;песня;песня;S;False;False
890;online;online;None;False;True
887;капитал;капитал;S;False;False
887;материнский;материнский;A;False;False
885;попадать;попадать;V;False;False
885;прием;прием;S;False;False
884;составлять;составлять;V;False;False
883;uflfybz;uflfybz;None;False;True
883;час;час;S;False;False
881;сердце;сердце;S;False;False
870;predskazanie;predskazanie;None;False;True
870;хлеб;хлеб;S;False;False
868;novosti;novosti;None;False;True
868;russian;russian;None;False;True
863;рефлюкс;рефлюкс;A;True;False
863;родственник;родственник;S;False;False
861;головка;головка;S;False;False
858;алиса;алиса;S;False;False
858;беларусь;беларусь;S;False;False
858;фен;фен;S;False;False
858;шуя;шуя;S;False;False
857;наташа;наташа;S;False;False
854;подруга;подруга;S;False;False
853;автомобиль;автомобиль;S;False;False
853;грязь;грязь;S;False;False
851;диета;диета;S;False;False
851;первый;первый;ANUM;False;False
850;правда;правда;ADV;False;False
847;воск;воск;S;False;False
844;horo;horo;None;False;True
842;ярослав;ярослав;S;False;False
840;сценка;сценка;S;False;False
838;пара;пара;S;False;False
837;растение;растение;S;False;False
836;дарить;дарить;V;False;False
835;звездный;звездный;A;False;False
833;язык;язык;S;False;False
829;иностранный;иностранный;A;False;False
829;проходить;проходить;V;False;False
828;тамара;тамара;S;False;False
825;виктор;виктор;S;False;False
825;горос;горос;S;True;False
823;нина;нина;S;False;False
821;кошачий;кошачий;A;False;False
821;мейл;мейл;S;False;False
819;башаров;башаров;S;False;False
818;птица;птица;S;False;False
817;степан;степан;S;False;False
812;похудеть;похудеть;V;False;False
811;заставка;заставка;S;False;False
809;грудной;грудной;A;False;False
806;родитель;родитель;S;False;False
805;ко;ко;PR;False;False
803;крупный;крупный;A;False;False
803;статуэтка;статуэтка;S;False;False
799;нумерологический;нумерологический;A;True;False
798;определять;определять;V;False;False
795;астросфера;астросфера;S;True;False
792;astrogift;astrogift;None;False;True
789;курить;курить;V;False;False
788;перенос;перенос;S;False;False
788;пересадка;пересадка;S;False;False
785;лариса;лариса;S;False;False
784;последствие;последствие;S;False;False
778;кишечник;кишечник;S;False;False
777;муха;муха;S;False;False
777;ясновидящий;ясновидящий;A;False;False
774;панкреатит;панкреатит;S;False;False
772;разгадывание;разгадывание;S;False;False
771;колесо;колесо;S;False;False
770;привлекать;привлекать;V;False;False
767;щенок;щенок;S;False;False
765;библиотекарь;библиотекарь;S;False;False
765;детский;детский;A;False;False
759;нога;нога;S;False;False
756;окраска;окраска;S;False;False
754;картошка;картошка;S;False;False
752;реформа;реформа;S;False;False
751;запор;запор;S;False;False
749;ручка;ручка;S;False;False
749;эксперт;эксперт;S;False;False
748;нападать;нападать;V;False;False
743;горскоп;горскоп;S;True;False
742;глиста;глиста;S;False;False
739;денежный;денежный;A;False;False
738;ctujlyz;ctujlyz;None;False;True
738;полиция;полиция;S;False;False
733;авария;авария;S;False;False
733;богдан;богдан;S;False;False
732;научаться;научаться;V;False;False
730;не;не;PART;False;False
726;красота;красота;S;False;False
725;мрот;мрот;S;False;False
724;дочка;дочка;S;False;False
722;бассейн;бассейн;S;False;False
721;область;область;S;False;False
718;марат;марат;S;False;False
718;святцы;святцы;S;False;False
717;психика;психика;S;False;False
715;слеза;слеза;S;False;False
714;пятно;пятно;S;False;False
712;ежедневный;ежедневный;A;False;False
709;банк;банк;S;False;False
706;horoscopes;horoscopes;None;False;True
706;печать;печать;S;False;False
703;org;org;None;False;True
703;польский;польский;A;False;False
703;тюрьма;тюрьма;S;False;False
700;лифт;лифт;S;False;False
697;азы;азы;S;False;False
697;описание;описание;S;False;False
697;юля;юля;S;False;False
695;афоризм;афоризм;S;False;False
695;клубника;клубника;S;False;False
695;разъяснение;разъяснение;S;False;False
691;армянский;армянский;A;False;False
690;вокзал;вокзал;S;False;False
690;двое;двое;NUM;False;False
690;слон;слон;S;False;False
689;доставлять;доставлять;V;False;False
689;секрет;секрет;S;False;False
689;удовольствие;удовольствие;S;False;False
688;цзин;цзин;S;True;False
686;памятный;памятный;A;False;False
685;финансовый;финансовый;A;False;False
682;пошлый;пошлый;A;False;False
678;растолковывать;растолковывать;V;False;False
677;наш;наш;APRO;False;False
677;отче;отче;S;False;False
675;огурец;огурец;S;False;False
673;игра;игра;S;False;False
673;рождественский;рождественский;A;False;False
672;купюра;купюра;S;False;False
669;арбуз;арбуз;S;False;False
668;убивать;убивать;V;False;False
668;хороший;хороший;A;False;False
663;муравей;муравей;S;False;False
663;руслан;руслан;S;False;False
660;река;река;S;False;False
659;жить;жить;V;False;False
657;пупок;пупок;S;False;False
657;разгадывать;разгадывать;V;False;False
656;смс;смс;S;False;False
656;трудовой;трудовой;A;False;False
656;чужой;чужой;A;False;False
655;блюдо;блюдо;S;False;False
654;gadanie;gadanie;None;False;True
653;георгий;георгий;S;False;False
653;лиса;лиса;S;False;False
650;орхидея;орхидея;S;False;False
647;способность;способность;S;False;False
647;торговля;торговля;S;False;False
647;экстрасенсорный;экстрасенсорный;A;False;False
646;нос;нос;S;False;False
645;фортуна;фортуна;S;False;False
644;ведический;ведический;A;False;False
638;инна;инна;S;False;False
637;начинаться;начинаться;V;False;False
636;зачатие;зачатие;S;False;False
634;лететь;лететь;V;False;False
633;автобус;автобус;S;False;False
628;венчание;венчание;S;False;False
628;кармический;кармический;A;True;False
627;казахский;казахский;A;False;False
627;пчела;пчела;S;False;False
626;ключ;ключ;S;False;False
625;единственный;единственный;A;False;False
625;организация;организация;S;False;False
623;инет;инет;S;False;False
623;равный;равный;A;False;False
621;евгения;евгения;S;False;False
621;обозначение;обозначение;S;False;False
620;мо;мо;S;False;False
619;ангелин;ангелин;S;False;False
616;орг;орг;S;True;False
614;рыбка;рыбка;S;False;False
613;воронин;воронин;S;False;False
611;старорусский;старорусский;A;False;False
610;пособие;пособие;S;False;False
609;больница;больница;S;False;False
609;раскладывать;раскладывать;V;False;False
609;фотография;фотография;S;False;False
608;аметист;аметист;S;False;False
601;психоматрица;психоматрица;S;True;False
600;путин;путин;S;False;False
599;совмещение;совмещение;S;False;False
598;тлумаченний;тлумаченний;A;True;False
597;гараскоп;гараскоп;S;True;False
588;лена;лена;S;False;False
587;президент;президент;S;False;False
587;ухо;ухо;S;False;False
587;цветовод;цветовод;S;False;False
586;рождаться;рождаться;V;False;False
585;выплата;выплата;S;False;False
585;декретный;декретный;A;False;False
584;дзен;дзен;S;True;False
584;ошо;ошо;S;True;False
581;насморк;насморк;S;False;False
580;наводнение;наводнение;S;False;False
579;алина;алина;S;False;False
579;дорога;дорога;S;False;False
579;здоровье;здоровье;S;False;False
577;пьянство;пьянство;S;False;False
577;уходить;уходить;V;False;False
576;куриный;куриный;A;False;False
575;торт;торт;S;False;False
573;латинский;латинский;A;False;False
572;гипноз;гипноз;S;False;False
572;родить;родить;V;False;False
570;федор;федор;S;False;False
568;таймер;таймер;S;False;False
567;литвин;литвин;S;False;False
567;тимофей;тимофей;S;False;False
566;семечко;семечко;S;False;False
565;вес;вес;S;False;False
565;дюкать;дюкать;V;True;False
565;смысл;смысл;S;False;False
564;соннник;соннник;S;True;False
563;больший;больший;A;False;False
561;палец;палец;S;False;False
560;ежик;ежик;S;False;False
559;bvtyf;bvtyf;None;False;True
558;интересный;интересный;A;False;False
555;операция;операция;S;False;False
555;чупакабр;чупакабр;S;True;False
554;волжский;волжский;A;False;False
554;саратов;саратов;S;False;False
552;rfktylfhm;rfktylfhm;None;False;True
552;госслужащий;госслужащий;S;False;False
551;вячеслав;вячеслав;S;False;False
549;кофе;кофе;S;False;False
548;ипать;ипать;V;False;False
546;зурхай;зурхай;S;True;False
545;избивать;избивать;V;False;False
543;сделать;сделать;V;False;False
542;незнакомый;незнакомый;A;False;False
540;рифма;рифма;S;False;False
539;астро;астро;S;True;False
538;туалет;туалет;S;False;False
537;четыре;четыре;NUM;False;False
536;аркан;аркан;S;False;False
536;магнитная;магнитная;S;False;False
535;одноклассник;одноклассник;S;False;False
534;беременная;беременная;S;False;False
534;срок;срок;S;False;False
533;гомно;гомно;ADV;True;False
533;прикольно;прикольно;ADV;False;False
533;татарстан;татарстан;S;False;False
533;человеческий;человеческий;A;False;False
529;ссоник;ссоник;S;True;False
528;свойство;свойство;S;False;False
526;маша;маша;S;False;False
525;коран;коран;S;False;False
525;склоняться;склоняться;V;False;False
525;сунна;сунна;S;False;False
525;тиждень;тиждень;S;True;False
523;дама;дама;S;False;False
522;гуа;гуа;S;True;False
521;гов;гов;S;True;False
519;обувь;обувь;S;False;False
518;влад;влад;S;False;False
518;станислав;станислав;S;False;False
517;баня;баня;S;False;False
517;курица;курица;S;False;False
517;лестница;лестница;S;False;False
516;лес;лес;S;False;False
516;правильно;правильно;ADV;False;False
510;тайфун;тайфун;S;False;False
509;переезд;переезд;S;False;False
508;альбина;альбина;S;False;False
508;лидия;лидия;S;False;False
508;сбербанк;сбербанк;S;False;False
505;паутина;паутина;S;False;False
505;помидор;помидор;S;False;False
504;сонни;сонни;S;True;False
504;укус;укус;S;False;False
503;гастральный;гастральный;A;True;False
503;дуодено;дуодено;ADV;True;False
503;папин;папин;A;False;False
503;рунет;рунет;S;False;False
502;яна;яна;S;False;False
501;летучий;летучий;A;False;False
500;экономист;экономист;S;False;False
498;алла;алла;S;False;False
497;затмение;затмение;S;False;False
493;рост;рост;S;False;False
492;голый;голый;A;False;False
491;зомби;зомби;S;False;False
490;совет;совет;S;False;False
489;универсальный;универсальный;A;False;False
487;почка;почка;S;False;False
487;фаленопсис;фаленопсис;S;True;False
486;оля;оля;S;False;False
485;nfhj;nfhj;None;False;True
485;херомантия;херомантия;S;True;False
484;замужество;замужество;S;False;False
483;заниматься;заниматься;V;False;False
483;чай;чай;S;False;False
481;богатство;богатство;S;False;False
481;сперма;сперма;S;False;False
480;душа;душа;S;False;False
480;завещание;завещание;S;False;False
479;юкка;юкка;S;False;False
477;сын;сын;S;False;False
474;чирей;чирей;S;False;False
470;джуна;джуна;S;False;False
468;повышаться;повышаться;V;False;False
466;таня;таня;S;False;False
466;чтобы;чтобы;CONJ;False;False
465;труп;труп;S;False;False
465;убегать;убегать;V;False;False
462;гороск;гороск;S;True;False
461;дочь;дочь;S;False;False
461;імена;імена;None;False;True
460;чеснок;чеснок;S;False;False
456;шоколад;шоколад;S;False;False
455;предсказывать;предсказывать;V;False;False
452;вика;вика;S;False;False
450;сапог;сапог;S;False;False
448;український;український;None;False;True
448;яга;яга;S;False;False
445;мед;мед;S;False;False
445;шуба;шуба;S;False;False
444;взнос;взнос;S;False;False
444;пфр;пфр;None;False;True
443;психология;психология;S;False;False
442;букет;букет;S;False;False
441;удочка;удочка;S;False;False
439;гороско;гороско;ADV;True;False
438;родословная;родословная;S;False;False
437;идея;идея;S;False;False
436;hfv;hfv;None;False;True
436;kth;kth;None;False;True
435;красить;красить;V;False;False
434;ромашка;ромашка;S;False;False
434;цыпленок;цыпленок;S;False;False
433;куда;куда;ADVPRO;False;False
433;эротический;эротический;A;False;False
431;она;она;SPRO;False;False
430;видео;видео;S;False;False
430;сонн;сонн;S;True;False
429;завтрашний;завтрашний;A;False;False
428;keyysq;keyysq;None;False;True
428;тату;тату;S;False;False
427;ваш;ваш;APRO;False;False
427;поза;поза;S;False;False
427;удобный;удобный;A;False;False
426;jhfrek;jhfrek;None;False;True
425;привлечение;привлечение;S;False;False
422;морковь;морковь;S;False;False
422;реинкарнация;реинкарнация;S;False;False
421;интим;интим;S;False;False
419;внизу;внизу;ADV;False;False
418;гардения;гардения;S;False;False
418;жасминовидный;жасминовидный;A;True;False
417;свет;свет;S;False;False
416;com;com;None;False;True
416;вк;вк;None;False;True
415;вконтакте;вконтакте;S;False;False
415;журнал;журнал;S;False;False
413;погружаться;погружаться;V;False;False
413;поездка;поездка;S;False;False
413;яндекс;яндекс;S;False;False
411;минимальный;минимальный;A;False;False
411;михайлов;михайлов;S;False;False
411;оплата;оплата;S;False;False
411;район;район;S;False;False
411;труд;труд;S;False;False
410;cjybr;cjybr;None;False;True
410;леонид;леонид;S;False;False
409;джин;джин;S;False;False
409;искандер;искандер;S;False;False
409;макар;макар;S;False;False
408;упасть;упасть;V;False;False
407;ворона;ворона;S;False;False
407;конфета;конфета;S;False;False
406;насекомое;насекомое;S;False;False
405;священный;священный;A;False;False
403;ублажать;ублажать;V;False;False
403;франчайзинг;франчайзинг;S;False;False
402;амин;амин;S;False;False
400;вечерний;вечерний;A;False;False
399;григорий;григорий;S;False;False
398;авто;авто;S;False;False
398;новинка;новинка;S;False;False
397;damataro;damataro;None;False;True
397;настрой;настрой;S;False;False
397;пить;пить;V;False;False
397;сытин;сытин;S;True;False
395;наряжать;наряжать;V;False;False
395;часы;часы;S;False;False
393;состояние;состояние;S;False;False
393;счетчик;счетчик;S;False;False
392;баран;баран;S;False;False
392;продажа;продажа;S;False;False
391;брачный;брачный;A;False;False
391;рожистый;рожистый;A;False;False
391;серьга;серьга;S;False;False
390;аня;аня;S;False;False
390;конституция;конституция;S;False;False
390;федеральный;федеральный;A;False;False
389;конь;конь;S;False;False
389;соленый;соленый;A;False;False
388;асцендент;асцендент;S;True;False
388;отдых;отдых;S;False;False
387;один;один;APRO,ANUM;False;False
387;песок;песок;S;False;False
386;берендей;берендей;S;False;False
385;старец;старец;S;False;False
383;зевалка;зевалка;S;True;False
382;net;net;None;False;True
382;астроленд;астроленд;S;True;False
382;василий;василий;S;False;False
381;блин;блин;S;False;False
380;годовщина;годовщина;S;False;False
380;группа;группа;S;False;False
380;кулички;кулички;S;False;False
380;мирон;мирон;S;False;False
380;посуда;посуда;S;False;False
379;цикламен;цикламен;S;False;False
377;гранат;гранат;S;False;False
377;распечатка;распечатка;S;False;False
377;сова;сова;S;False;False
375;история;история;S;False;False
375;мертвый;мертвый;A;False;False
374;вести;вести;V;False;False
373;весенний;весенний;A;False;False
373;оберег;оберег;S;False;False
372;рыжий;рыжий;A;False;False
372;свеча;свеча;S;False;False
370;мост;мост;S;False;False
370;причина;причина;S;False;False
366;роберт;роберт;S;False;False
365;новорожденный;новорожденный;A;False;False
363;бог;бог;S;False;False
363;демид;демид;S;False;False
362;средний;средний;A;False;False
361;дівчаток;дівчаток;None;False;True
360;низ;низ;S;False;False
360;эзофагит;эзофагит;S;False;False
358;госпошлина;госпошлина;S;False;False
358;загранпаспорт;загранпаспорт;S;False;False
358;красиво;красиво;ADV;False;False
358;лера;лера;S;False;False
358;работник;работник;S;False;False
357;горосокп;горосокп;S;True;False
357;даль;даль;S;False;False
356;захар;захар;S;False;False
356;левый;левый;A;False;False
355;вызывать;вызывать;V;False;False
354;magiachisel;magiachisel;None;False;True
354;белка;белка;S;False;False
354;треугольник;треугольник;S;False;False
352;сервировка;сервировка;S;False;False
351;сода;сода;S;False;False
350;ezoterik;ezoterik;None;False;True
350;аквапарк;аквапарк;S;False;False
349;tycrbt;tycrbt;None;False;True
348;герман;герман;S;False;False
348;этот;этот;APRO;False;False
347;вылечивать;вылечивать;V;False;False
346;бросать;бросать;V;False;False
346;корабль;корабль;S;False;False
344;появляться;появляться;V;False;False
344;пресвятой;пресвятой;A;False;False
343;pfdnhf;pfdnhf;None;False;True
343;ругаться;ругаться;V;False;False
342;серый;серый;A;False;False
342;студент;студент;S;False;False
340;мэйл;мэйл;S;False;False
338;нарастать;нарастать;V;False;False
337;игнорировать;игнорировать;V;False;False
337;календарик;календарик;S;False;False
337;карманный;карманный;A;False;False
336;модный;модный;A;False;False
335;мальвина;мальвина;S;False;False
334;драться;драться;V;False;False
334;приготавливать;приготавливать;V;False;False
333;зрелый;зрелый;A;False;False
331;изменять;изменять;V;False;False
329;rybuf;rybuf;None;False;True
329;гость;гость;S;False;False
328;богарня;богарня;S;True;False
328;жозефина;жозефина;S;False;False
328;эфемерида;эфемерида;S;False;False
327;CJYYBR;CJYYBR;None;False;True
326;маска;маска;S;False;False
326;род;род;S;False;False
326;стретчинг;стретчинг;S;True;False
325;орган;орган;S;False;False
324;камасутра;камасутра;S;False;False
323;военнослужащий;военнослужащий;S;False;False
322;амелия;амелия;S;True;False
321;UJHJCRJG;UJHJCRJG;None;False;True
321;готовый;готовый;A;False;False
321;калорийность;калорийность;S;False;False
321;ланг;ланг;S;True;False
320;китай;китай;S;False;False
320;повезти;повезти;V;False;False
320;туфля;туфля;S;False;False
318;арабский;арабский;A;False;False
318;будущий;будущий;A;False;False
318;солнечный;солнечный;A;False;False
317;иголка;иголка;S;False;False
317;матрица;матрица;S;False;False
317;простуда;простуда;S;False;False
316;известный;известный;A;False;False
316;мнение;мнение;S;False;False
314;саша;саша;S;False;False
313;тибетский;тибетский;A;False;False
312;fh;fh;None;False;True
312;fyutk;fyutk;None;False;True
312;лайн;лайн;S;False;False
312;модельный;модельный;A;False;False
312;цикл;цикл;S;False;False
311;ujhjcrjgs;ujhjcrjgs;None;False;True
310;арсений;арсений;S;False;False
310;роза;роза;S;False;False
309;болезнь;болезнь;S;False;False
308;хирургический;хирургический;A;False;False
305;волна;волна;S;False;False
305;седой;седой;A;False;False
303;разжижать;разжижать;V;True;False
302;петр;петр;S;False;False
302;шапочка;шапочка;S;False;False
301;goroskops;goroskops;None;False;True
301;вчера;вчера;ADV;False;False
301;клоп;клоп;S;False;False
301;перитонит;перитонит;S;False;False
301;покойный;покойный;A;False;False
300;невеста;невеста;S;False;False
300;ответ;ответ;S;False;False
298;департамент;департамент;S;False;False
298;образование;образование;S;False;False
298;рейтинг;рейтинг;S;False;False
297;носок;носок;S;False;False
296;astroscope;astroscope;None;False;True
296;архив;архив;S;False;False
296;слово;слово;S;False;False
295;жест;жест;S;False;False
295;положение;положение;S;False;False
292;возбудитель;возбудитель;S;False;False
292;гроскоп;гроскоп;S;True;False
292;собачий;собачий;A;False;False
290;малина;малина;S;False;False
290;снятие;снятие;S;False;False
289;pjlbfrf;pjlbfrf;None;False;True
289;pyfrb;pyfrb;None;False;True
289;здравие;здравие;S;False;False
289;кровать;кровать;S;False;False
289;окно;окно;S;False;False
289;побеждать;побеждать;V;False;False
289;руокулус;руокулус;S;True;False
289;сорокоуст;сорокоуст;S;False;False
288;широкоформатный;широкоформатный;A;False;False
287;борис;борис;S;False;False
287;начинать;начинать;V;False;False
286;закладывать;закладывать;V;False;False
286;кельтский;кельтский;A;False;False
286;мороженое;мороженое;S;False;False
286;но;но;CONJ;False;False
285;алевтина;алевтина;S;False;False
285;инвалид;инвалид;S;False;False
285;реальный;реальный;A;False;False
285;укреплять;укреплять;V;False;False
284;конец;конец;S;False;False
284;разводить;разводить;V;False;False
283;lf;lf;None;False;True
283;ytn;ytn;None;False;True
282;вафа;вафа;S;False;False
282;застолье;застолье;S;False;False
282;мехди;мехди;S;False;False
282;эбрагимя;эбрагимя;S;True;False
281;коэффициент;коэффициент;S;False;False
281;ожидать;ожидать;V;False;False
281;сыр;сыр;S;False;False
280;петь;петь;V;False;False
279;воздух;воздух;S;False;False
279;завоевывать;завоевывать;V;False;False
277;jrekec;jrekec;None;False;True
276;ангелина;ангелина;S;False;False
276;жаба;жаба;S;False;False
276;рыбалка;рыбалка;S;False;False
275;копать;копать;V;False;False
275;цепочка;цепочка;S;False;False
274;событие;событие;S;False;False
273;автомобильный;автомобильный;A;False;False
273;молния;молния;S;False;False
273;тотемный;тотемный;A;False;False
272;желудок;желудок;S;False;False
272;сахар;сахар;S;False;False
271;нечаев;нечаев;S;False;False
271;проект;проект;S;False;False
270;прыщ;прыщ;S;False;False
269;брага;брага;S;False;False
269;водный;водный;A;False;False
269;предсказатель;предсказатель;S;False;False
268;orakul;orakul;None;False;True
268;ua;ua;None;False;True
268;интимный;интимный;A;False;False
268;милан;милан;S;False;False
267;платон;платон;S;False;False
267;психолог;психолог;S;False;False
267;точка;точка;S;False;False
266;милер;милер;S;False;False
266;разбивать;разбивать;V;False;False
265;keys;keys;None;False;True
265;три;три;NUM;False;False
264;бабочка;бабочка;S;False;False
264;горосоп;горосоп;S;True;False
264;исконный;исконный;A;False;False
263;препарат;препарат;S;False;False
263;собственный;собственный;A;False;False
262;график;график;S;False;False
262;диоксид;диоксид;S;True;False
262;изотерика;изотерика;S;True;False
262;какашка;какашка;S;True;False
262;кристен;кристен;S;False;False
262;марианна;марианна;S;False;False
262;паттинсон;паттинсон;S;False;False
262;сера;сера;S;False;False
262;стюарт;стюарт;S;False;False
262;тонуть;тонуть;V;False;False
262;форум;форум;S;False;False
261;бессонница;бессонница;S;False;False
261;бороться;бороться;V;False;False
